Image ./images/my_vid_to_pic_test\VID_20190911_213627_045.jpg,Pose #0,Keypoint rightHip,[960.99993911 576.69869642]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_045.jpg,Pose #0,Keypoint leftKnee,[1256.38887039  719.95431728]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_045.jpg,Pose #0,Keypoint rightKnee,[1237.68637582  561.24252906]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_045.jpg,Pose #0,Keypoint leftAnkle,[1548.55249392  726.71278879]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_045.jpg,Pose #0,Keypoint rightAnkle,[1537.35019094  566.00616803]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint nose,[448.28724517 655.85807345]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint leftEye,[424.17772427 678.01988326]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint rightEye,[426.21317747 626.10272052]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint leftEar,[454.2015399  713.93780855]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint rightEar,[459.95400694 593.79467357]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint leftShoulder,[598.3390542  764.87175919]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint rightShoulder,[609.80641307 536.71141405]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint leftElbow,[796.72267789 834.32074255]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint rightElbow,[819.41457023 469.41015473]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint leftWrist,[961.14352749 896.04966024]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint rightWrist,[976.93189137 375.5740477 ]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint leftHip,[955.68224389 736.34320921]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint rightHip,[980.82158817 581.20530192]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint leftKnee,[1265.86723681  722.41539236]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint rightKnee,[1281.72446589  571.71429797]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint leftAnkle,[1552.48676989  730.6849941 ]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_046.jpg,Pose #0,Keypoint rightAnkle,[1587.64036624  571.74476986]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint nose,[458.01680923 643.2223804 ]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint leftEye,[437.04886107 665.95842889]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint rightEye,[438.42259961 614.02457633]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint leftEar,[467.92894116 699.65076795]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint rightEar,[469.90166096 581.72616865]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint leftShoulder,[605.33729279 745.38378011]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint rightShoulder,[609.92393013 530.50863225]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint leftElbow,[817.42637082 822.27373474]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint rightElbow,[819.68871419 442.61027401]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint leftWrist,[981.21523633 884.17636658]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint rightWrist,[953.62200998 353.90515788]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint leftHip,[955.41614904 715.14205262]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint rightHip,[975.19174725 561.95260735]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint leftKnee,[1241.83511205  721.7489309 ]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint rightKnee,[1266.69685233  579.93801092]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint leftAnkle,[1532.63699327  728.50832704]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_047.jpg,Pose #0,Keypoint rightAnkle,[1568.51298406  573.84423922]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint nose,[464.11983365 626.39997016]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint leftEye,[443.1219967  650.94058118]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint rightEye,[444.25558516 600.0195205 ]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint leftEar,[472.60940957 684.52154112]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint rightEar,[476.55586048 565.85806689]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint leftShoulder,[615.00568904 741.98325206]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint rightShoulder,[619.45616707 516.54773595]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint leftElbow,[818.0651942  799.73004488]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint rightElbow,[820.04762664 419.15204133]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint leftWrist,[982.45018502 867.340634  ]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint rightWrist,[945.10100862 325.84419954]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint leftHip,[965.99555171 706.98160521]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint rightHip,[986.26052165 550.34000328]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint leftKnee,[1265.7630926   703.40853084]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint rightKnee,[1286.57213599  562.94759688]
Image ./images/my_vid_to_pic_test\VID_20190911_213627_048.jpg,Pose #0,Keypoint leftAnkle,[1552.88757737  725.08914674]
